[2026-03-25 18:21:54] таааа  2: 1 урона от Лекарь. HP 21/22
[2026-03-29 00:54:00] 0008  1: 10 урона от Лучник. HP 5/15
[2026-03-29 00:54:00] 0008  11: 4 урона от Лучник. HP 21/25
[2026-03-29 00:54:00] 0008  1: 10 урона от Лучник. HP 0/15
[2026-03-29 00:54:06] 0008  4: 5 урона от Маг. HP 10/15
[2026-03-29 00:54:06] 0008  11: 4 урона от Лучник. HP 17/25
[2026-03-29 00:54:06] 0008  9: 1 урона от Лучник. HP 59/60
[2026-03-29 00:54:06] 0008  4: 10 урона от Лучник. HP 0/15
[2026-03-29 00:54:08] 89888  1: 1 урона от Лекарь. HP 20/22
[2026-03-29 00:54:08] 0008  4: 5 урона от Маг. HP 0/15
[2026-03-29 00:54:08] 0008  6: 8 урона от Лучник. HP 14/22
[2026-03-29 00:54:08] 0008  8: 8 урона от Лучник. HP 14/22
[2026-03-29 00:54:08] 0008  9: 1 урона от Лучник. HP 58/60
[2026-03-29 00:54:09] 89888  1: 16 урона от Сильный боец. HP 4/22
[2026-03-29 00:54:09] 0008  9: 1 урона от Лучник. HP 57/60
[2026-03-29 00:54:09] 0008  10: 8 урона от Лучник. HP 14/22
[2026-03-29 00:54:09] 0008  9: 1 урона от Лучник. HP 56/60
[2026-03-29 00:54:10] 0008  9: 1 урона от Маг. HP 55/60
[2026-03-29 00:54:10] 0008  2: 4 урона от Лучник. HP 21/25
[2026-03-29 00:54:10] 0008  9: 1 урона от Лучник. HP 54/60
[2026-03-29 00:54:10] 0008  6: 8 урона от Лучник. HP 6/22
[2026-03-29 00:54:10] 89888  1: 16 урона от Сильный боец. HP 0/22
[2026-03-29 00:54:10] 0008  10: 8 урона от Лучник. HP 6/22
[2026-03-29 00:54:10] 0008  10: 8 урона от Лучник. HP 0/22
[2026-03-29 01:01:07] 45  3: 3 урона от Лучник. HP 12/15
[2026-03-29 01:01:07] 54  5: 9 урона от Лучник. HP 9/18
[2026-03-29 01:01:07] 45  6: 9 урона от Лучник. HP 9/18
[2026-03-29 01:01:39] 54  5: 1 урона от Лекарь. HP 8/18
[2026-03-29 01:01:39] 54  5: 9 урона от Лучник. HP 0/18
[2026-03-29 01:01:40] 45  3: 3 урона от Лучник. HP 9/15
[2026-03-29 01:01:42] 54  5: 1 урона от Лекарь. HP 0/18
[2026-03-29 01:01:42] 54  4: 4 урона от Лучник. HP 21/25
[2026-03-29 01:01:42] 45  3: 10 урона от Лучник. HP 0/15
[2026-03-29 01:01:55] 45  2: 3 урона от Маг. HP 19/22
[2026-03-29 01:01:55] 54  4: 4 урона от Лучник. HP 17/25
[2026-03-29 01:01:55] 45  5: 8 урона от Лучник. HP 14/22
[2026-03-29 01:01:57] 54  3: 3 урона от Маг. HP 19/22
[2026-03-29 01:01:57] 54  3: 8 урона от Лучник. HP 11/22
[2026-03-29 01:01:57] 45  2: 8 урона от Лучник. HP 11/22
[2026-03-29 01:02:00] 45  2: 3 урона от Маг. HP 8/22
[2026-03-29 01:02:00] 54  9: 9 урона от Лучник. HP 9/18
[2026-03-29 01:02:00] 45  2: 8 урона от Лучник. HP 0/22
[2026-03-29 01:02:02] 54  3: 3 урона от Маг. HP 8/22
[2026-03-29 01:02:05] 45  2: 3 урона от Маг. HP 0/22
[2026-03-29 01:02:05] 45  5: 8 урона от Лучник. HP 6/22
[2026-03-29 01:02:06] 54  3: 1 урона от Лучник. HP 7/22
[2026-03-29 01:02:06] 45  5: 8 урона от Лучник. HP 0/22
[2026-03-29 01:13:04] 444444  2: 1 урона от Лекарь. HP 24/25
[2026-03-29 01:57:00] 5454  8: 17 урона от Сильный боец. HP 1/18
[2026-03-29 01:57:00] 5454  10: 9 урона от Лучник. HP 9/18
[2026-03-29 01:57:00] 3434  6: 10 урона от Лучник. HP 5/15
[2026-03-29 01:57:00] 3434  2: 1 урона от Лучник. HP 59/60
[2026-03-29 01:57:00] 3434  2: 1 урона от Лучник. HP 58/60
[2026-03-29 01:57:00] 3434  5: 1 урона от Лучник. HP 59/60
[2026-03-29 01:57:13] 3434  5: 1 урона от Лучник. HP 58/60
[2026-03-29 01:57:13] 5454  8: 9 урона от Лучник. HP 0/18
[2026-03-29 01:57:28] 3434  5: 1 урона от Лучник. HP 57/60
[2026-03-29 01:57:55] 5454  8: 17 урона от Сильный боец. HP 0/18
[2026-03-29 01:57:55] 5454  6: 10 урона от Лучник. HP 5/15
[2026-03-29 01:57:55] 3434  6: 10 урона от Лучник. HP 5/15
[2026-03-29 01:57:55] 3434  8: 10 урона от Лучник. HP 5/15
[2026-03-29 01:57:55] 3434  5: 1 урона от Лучник. HP 56/60
[2026-03-29 01:57:56] 5454  1: 17 урона от Сильный боец. HP 1/18
[2026-03-29 01:57:56] 5454  5: 8 урона от Лучник. HP 14/22
[2026-03-29 01:57:56] 3434  8: 10 урона от Лучник. HP 0/15
[2026-03-29 01:57:56] 3434  6: 10 урона от Лучник. HP 5/15
[2026-03-29 01:57:56] 3434  5: 1 урона от Лучник. HP 55/60
[2026-03-29 01:57:56] 3434  5: 1 урона от Лучник. HP 54/60
[2026-03-29 01:57:56] 5454  1: 9 урона от Лучник. HP 0/18
[2026-03-29 01:57:57] 3434  5: 1 урона от Лучник. HP 53/60
[2026-03-30 12:08:58] ээээ  7: 1 урона от Лучник. HP 59/60
[2026-03-30 12:08:58] горо  10: 9 урона от Лучник. HP 9/18
[2026-03-30 12:08:58] горо  10: 9 урона от Лучник. HP 0/18
[2026-03-30 12:08:58] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:08:58] горо  11: 4 урона от Лучник. HP 21/25
[2026-03-30 12:09:27] горо  10: 17 урона от Сильный боец. HP 0/18
[2026-03-30 12:09:27] горо  6: 4 урона от Лучник. HP 21/25
[2026-03-30 12:09:27] горо  5: 1 урона от Лучник. HP 69/70
[2026-03-30 12:09:27] горо  2: 4 урона от Лучник. HP 21/25
[2026-03-30 12:09:27] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:09:35] горо  8: 5 урона от Сильный боец. HP 55/60
[2026-03-30 12:09:35] горо  1: 10 урона от Лучник. HP 5/15
[2026-03-30 12:09:35] горо  5: 1 урона от Лучник. HP 68/70
[2026-03-30 12:09:35] горо  2: 4 урона от Лучник. HP 17/25
[2026-03-30 12:09:35] горо  5: 1 урона от Лучник. HP 67/70
[2026-03-30 12:09:45] ээээ  7: 5 урона от Сильный боец. HP 54/60
[2026-03-30 12:09:45] горо  11: 4 урона от Лучник. HP 17/25
[2026-03-30 12:09:45] горо  2: 4 урона от Лучник. HP 13/25
[2026-03-30 12:09:45] горо  11: 4 урона от Лучник. HP 13/25
[2026-03-30 12:09:45] горо  9: 1 урона от Лучник. HP 59/60
[2026-03-30 12:09:47] ээээ  7: 5 урона от Сильный боец. HP 49/60
[2026-03-30 12:09:47] горо  1: 10 урона от Лучник. HP 0/15
[2026-03-30 12:09:47] горо  11: 4 урона от Лучник. HP 9/25
[2026-03-30 12:09:47] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:09:47] горо  5: 1 урона от Лучник. HP 66/70
[2026-03-30 12:11:12] горо  11: 1 урона от Маг. HP 8/25
[2026-03-30 12:11:12] горо  11: 4 урона от Лучник. HP 4/25
[2026-03-30 12:11:12] горо  11: 4 урона от Лучник. HP 0/25
[2026-03-30 12:11:12] горо  5: 1 урона от Лучник. HP 65/70
[2026-03-30 12:11:12] горо  2: 4 урона от Лучник. HP 9/25
[2026-03-30 12:11:13] горо  11: 1 урона от Маг. HP 0/25
[2026-03-30 12:11:13] горо  2: 4 урона от Лучник. HP 5/25
[2026-03-30 12:11:13] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:13] горо  2: 4 урона от Лучник. HP 1/25
[2026-03-30 12:11:13] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:15] горо  9: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:15] горо  8: 1 урона от Лучник. HP 51/60
[2026-03-30 12:11:15] горо  2: 4 урона от Лучник. HP 0/25
[2026-03-30 12:11:15] горо  9: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:15] горо  5: 1 урона от Маг. HP 69/70
[2026-03-30 12:11:15] горо  8: 1 урона от Лучник. HP 50/60
[2026-03-30 12:11:15] горо  9: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:15] горо  8: 1 урона от Лучник. HP 49/60
[2026-03-30 12:11:15] горо  9: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:16] горо  9: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:16] горо  8: 1 урона от Лучник. HP 48/60
[2026-03-30 12:11:16] горо  6: 4 урона от Лучник. HP 21/25
[2026-03-30 12:11:16] горо  8: 1 урона от Лучник. HP 47/60
[2026-03-30 12:11:16] горо  5: 1 урона от Маг. HP 68/70
[2026-03-30 12:11:16] горо  9: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:16] горо  5: 1 урона от Лучник. HP 67/70
[2026-03-30 12:11:16] горо  5: 1 урона от Лучник. HP 66/70
[2026-03-30 12:11:16] горо  8: 1 урона от Лучник. HP 46/60
[2026-03-30 12:11:17] горо  5: 1 урона от Лучник. HP 65/70
[2026-03-30 12:11:17] горо  8: 1 урона от Лучник. HP 45/60
[2026-03-30 12:11:17] горо  8: 1 урона от Лучник. HP 44/60
[2026-03-30 12:11:17] горо  5: 1 урона от Лучник. HP 64/70
[2026-03-30 12:11:17] горо  5: 1 урона от Маг. HP 63/70
[2026-03-30 12:11:17] горо  8: 1 урона от Лучник. HP 43/60
[2026-03-30 12:11:17] горо  6: 4 урона от Лучник. HP 17/25
[2026-03-30 12:11:17] горо  6: 4 урона от Лучник. HP 13/25
[2026-03-30 12:11:17] горо  5: 1 урона от Лучник. HP 62/70
[2026-03-30 12:11:17] горо  6: 4 урона от Лучник. HP 9/25
[2026-03-30 12:11:17] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:17] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:17] горо  5: 1 урона от Лучник. HP 61/70
[2026-03-30 12:11:18] горо  5: 1 урона от Маг. HP 60/70
[2026-03-30 12:11:18] горо  6: 4 урона от Лучник. HP 5/25
[2026-03-30 12:11:18] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:18] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:18] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:18] горо  6: 4 урона от Лучник. HP 1/25
[2026-03-30 12:11:18] горо  5: 1 урона от Лучник. HP 59/70
[2026-03-30 12:11:18] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:18] горо  6: 4 урона от Лучник. HP 0/25
[2026-03-30 12:11:19] горо  5: 1 урона от Маг. HP 58/70
[2026-03-30 12:11:19] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:19] горо  5: 1 урона от Лучник. HP 57/70
[2026-03-30 12:11:19] горо  9: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:19] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:19] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:19] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:19] горо  5: 1 урона от Лучник. HP 56/70
[2026-03-30 12:11:19] горо  8: 1 урона от Лучник. HP 51/60
[2026-03-30 12:11:20] горо  5: 1 урона от Маг. HP 55/70
[2026-03-30 12:11:20] горо  5: 1 урона от Лучник. HP 54/70
[2026-03-30 12:11:20] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:20] горо  5: 1 урона от Лучник. HP 53/70
[2026-03-30 12:11:20] горо  5: 1 урона от Лучник. HP 52/70
[2026-03-30 12:11:20] горо  5: 1 урона от Лучник. HP 51/70
[2026-03-30 12:11:20] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:20] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:20] горо  5: 1 урона от Лучник. HP 50/70
[2026-03-30 12:11:21] горо  5: 1 урона от Маг. HP 49/70
[2026-03-30 12:11:21] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:21] горо  5: 1 урона от Лучник. HP 48/70
[2026-03-30 12:11:21] горо  5: 1 урона от Лучник. HP 47/70
[2026-03-30 12:11:21] горо  9: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:21] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:21] горо  5: 1 урона от Лучник. HP 46/70
[2026-03-30 12:11:21] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:21] горо  9: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:21] горо  5: 1 урона от Маг. HP 45/70
[2026-03-30 12:11:21] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:21] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:21] горо  5: 1 урона от Лучник. HP 44/70
[2026-03-30 12:11:21] горо  5: 1 урона от Лучник. HP 43/70
[2026-03-30 12:11:22] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:22] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:22] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:22] горо  8: 1 урона от Лучник. HP 51/60
[2026-03-30 12:11:22] горо  5: 1 урона от Маг. HP 42/70
[2026-03-30 12:11:22] горо  5: 1 урона от Лучник. HP 41/70
[2026-03-30 12:11:22] горо  8: 1 урона от Лучник. HP 50/60
[2026-03-30 12:11:22] горо  8: 1 урона от Лучник. HP 49/60
[2026-03-30 12:11:22] горо  8: 1 урона от Лучник. HP 48/60
[2026-03-30 12:11:23] горо  9: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:23] горо  9: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:23] горо  3: 4 урона от Лучник. HP 21/25
[2026-03-30 12:11:23] горо  5: 1 урона от Лучник. HP 40/70
[2026-03-30 12:11:23] горо  5: 1 урона от Маг. HP 39/70
[2026-03-30 12:11:23] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:23] горо  5: 1 урона от Лучник. HP 38/70
[2026-03-30 12:11:23] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:23] горо  9: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:24] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:24] горо  5: 1 урона от Лучник. HP 37/70
[2026-03-30 12:11:24] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:24] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:24] горо  5: 1 урона от Маг. HP 36/70
[2026-03-30 12:11:24] горо  3: 4 урона от Лучник. HP 21/25
[2026-03-30 12:11:24] горо  5: 1 урона от Лучник. HP 35/70
[2026-03-30 12:11:24] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:24] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:25] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:25] горо  8: 1 урона от Лучник. HP 51/60
[2026-03-30 12:11:25] горо  5: 1 урона от Лучник. HP 34/70
[2026-03-30 12:11:25] горо  5: 1 урона от Лучник. HP 33/70
[2026-03-30 12:11:25] горо  5: 1 урона от Маг. HP 32/70
[2026-03-30 12:11:25] горо  5: 1 урона от Лучник. HP 31/70
[2026-03-30 12:11:25] горо  8: 1 урона от Лучник. HP 50/60
[2026-03-30 12:11:25] горо  8: 1 урона от Лучник. HP 49/60
[2026-03-30 12:11:25] горо  3: 4 урона от Лучник. HP 21/25
[2026-03-30 12:11:25] горо  5: 1 урона от Лучник. HP 30/70
[2026-03-30 12:11:25] горо  5: 1 урона от Лучник. HP 29/70
[2026-03-30 12:11:25] горо  5: 1 урона от Лучник. HP 28/70
[2026-03-30 12:11:25] горо  5: 1 урона от Лучник. HP 27/70
[2026-03-30 12:11:26] горо  5: 1 урона от Маг. HP 26/70
[2026-03-30 12:11:26] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:26] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:26] горо  5: 1 урона от Лучник. HP 25/70
[2026-03-30 12:11:26] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:26] горо  3: 4 урона от Лучник. HP 17/25
[2026-03-30 12:11:26] горо  5: 1 урона от Лучник. HP 24/70
[2026-03-30 12:11:26] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:26] горо  5: 1 урона от Лучник. HP 23/70
[2026-03-30 12:11:27] горо  5: 1 урона от Маг. HP 22/70
[2026-03-30 12:11:27] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:27] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:27] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:27] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:27] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:27] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:27] горо  5: 1 урона от Лучник. HP 21/70
[2026-03-30 12:11:27] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:28] горо  5: 1 урона от Маг. HP 69/70
[2026-03-30 12:11:28] горо  5: 1 урона от Лучник. HP 68/70
[2026-03-30 12:11:28] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:28] горо  9: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:28] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:28] горо  5: 1 урона от Лучник. HP 69/70
[2026-03-30 12:11:28] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:28] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:28] горо  5: 1 урона от Лучник. HP 68/70
[2026-03-30 12:11:29] горо  5: 1 урона от Маг. HP 67/70
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 51/60
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 50/60
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 49/60
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 48/60
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 47/60
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 46/60
[2026-03-30 12:11:29] горо  8: 1 урона от Лучник. HP 45/60
[2026-03-30 12:11:29] горо  5: 1 урона от Маг. HP 69/70
[2026-03-30 12:11:29] горо  5: 1 урона от Лучник. HP 68/70
[2026-03-30 12:11:29] горо  5: 1 урона от Лучник. HP 67/70
[2026-03-30 12:11:29] горо  5: 1 урона от Лучник. HP 66/70
[2026-03-30 12:11:30] горо  5: 1 урона от Лучник. HP 65/70
[2026-03-30 12:11:30] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:30] горо  5: 1 урона от Лучник. HP 64/70
[2026-03-30 12:11:30] горо  5: 1 урона от Лучник. HP 63/70
[2026-03-30 12:11:30] горо  9: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:30] горо  5: 1 урона от Маг. HP 62/70
[2026-03-30 12:11:30] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:30] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:30] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:30] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:31] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:31] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:31] горо  5: 1 урона от Лучник. HP 61/70
[2026-03-30 12:11:31] горо  3: 4 урона от Лучник. HP 13/25
[2026-03-30 12:11:31] горо  5: 1 урона от Маг. HP 60/70
[2026-03-30 12:11:31] горо  5: 1 урона от Лучник. HP 59/70
[2026-03-30 12:11:31] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:31] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:31] горо  5: 1 урона от Лучник. HP 58/70
[2026-03-30 12:11:32] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:32] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:32] горо  5: 1 урона от Лучник. HP 57/70
[2026-03-30 12:11:32] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:32] горо  5: 1 урона от Маг. HP 56/70
[2026-03-30 12:11:32] горо  5: 1 урона от Лучник. HP 55/70
[2026-03-30 12:11:32] горо  5: 1 урона от Лучник. HP 54/70
[2026-03-30 12:11:32] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:32] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:33] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:33] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:33] горо  5: 1 урона от Лучник. HP 53/70
[2026-03-30 12:11:33] горо  5: 1 урона от Лучник. HP 52/70
[2026-03-30 12:11:33] горо  5: 1 урона от Маг. HP 51/70
[2026-03-30 12:11:33] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:33] горо  9: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:33] горо  8: 1 урона от Лучник. HP 51/60
[2026-03-30 12:11:33] горо  8: 1 урона от Лучник. HP 50/60
[2026-03-30 12:11:34] горо  5: 1 урона от Лучник. HP 50/70
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 49/60
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 48/60
[2026-03-30 12:11:34] горо  5: 1 урона от Лучник. HP 49/70
[2026-03-30 12:11:34] горо  5: 1 урона от Маг. HP 48/70
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 47/60
[2026-03-30 12:11:34] горо  5: 1 урона от Лучник. HP 47/70
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 46/60
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 45/60
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 44/60
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 43/60
[2026-03-30 12:11:34] горо  8: 1 урона от Лучник. HP 42/60
[2026-03-30 12:11:34] горо  9: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:35] горо  5: 1 урона от Маг. HP 46/70
[2026-03-30 12:11:35] горо  5: 1 урона от Лучник. HP 45/70
[2026-03-30 12:11:35] горо  5: 1 урона от Лучник. HP 44/70
[2026-03-30 12:11:35] горо  5: 1 урона от Лучник. HP 43/70
[2026-03-30 12:11:35] горо  8: 1 урона от Лучник. HP 41/60
[2026-03-30 12:11:35] горо  8: 1 урона от Лучник. HP 40/60
[2026-03-30 12:11:35] горо  5: 1 урона от Лучник. HP 42/70
[2026-03-30 12:11:35] горо  5: 1 урона от Лучник. HP 41/70
[2026-03-30 12:11:35] горо  5: 1 урона от Лучник. HP 40/70
[2026-03-30 12:11:36] горо  5: 1 урона от Маг. HP 39/70
[2026-03-30 12:11:36] горо  5: 1 урона от Лучник. HP 38/70
[2026-03-30 12:11:36] горо  3: 4 урона от Лучник. HP 21/25
[2026-03-30 12:11:36] горо  8: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:36] горо  5: 1 урона от Лучник. HP 37/70
[2026-03-30 12:11:36] горо  9: 1 урона от Лучник. HP 59/60
[2026-03-30 12:11:36] горо  5: 1 урона от Лучник. HP 36/70
[2026-03-30 12:11:36] горо  8: 1 урона от Лучник. HP 58/60
[2026-03-30 12:11:37] горо  8: 1 урона от Лучник. HP 57/60
[2026-03-30 12:11:37] горо  5: 1 урона от Маг. HP 35/70
[2026-03-30 12:11:37] горо  8: 1 урона от Лучник. HP 56/60
[2026-03-30 12:11:37] горо  8: 1 урона от Лучник. HP 55/60
[2026-03-30 12:11:37] горо  8: 1 урона от Лучник. HP 54/60
[2026-03-30 12:11:37] горо  5: 1 урона от Лучник. HP 34/70
[2026-03-30 12:11:37] горо  5: 1 урона от Лучник. HP 33/70
[2026-03-30 12:11:37] горо  8: 1 урона от Лучник. HP 53/60
[2026-03-30 12:11:37] горо  8: 1 урона от Лучник. HP 52/60
[2026-03-30 12:11:37] горо  8: 1 урона от Лучник. HP 51/60
[2026-03-30 12:11:38] горо  5: 1 урона от Маг. HP 32/70
[2026-03-30 12:11:38] горо  8: 1 урона от Лучник. HP 50/60
